source,target,count
Hungary,University of nantes,4
University of nantes,Hungary,4
Hungary,University of north texas,20
University of north texas,Hungary,20
Hungary,University of pisa,3
University of pisa,Hungary,3
Hungary,University of pittsburgh,41
University of pittsburgh,Hungary,41
Hungary,University of rome iii,2
University of rome iii,Hungary,2
Hungary,University of southampton,19
University of southampton,Hungary,19
Hungary,University of southern california,2
University of southern california,Hungary,2
Hungary,University of tehran,8
University of tehran,Hungary,8
Hungary,University of toronto,19
University of toronto,Hungary,19
Hungary,University of tulsa,11
University of tulsa,Hungary,11
Hungary,University of turin,5
University of turin,Hungary,5
Hungary,University of tübingen,10
University of tübingen,Hungary,10
Hungary,University of washington,41
University of washington,Hungary,41
Hungary,University of wisconsin-madison,2
University of wisconsin-madison,Hungary,2
Hungary,University of wolverhampton,18
University of wolverhampton,Hungary,18
Hungary,University of wyoming,2
University of wyoming,Hungary,2
Hungary,Univerzita konštantína filozofa v nitre filozofická fakulta,24
Univerzita konštantína filozofa v nitre filozofická fakulta,Hungary,24
Hungary,Uniwersytet europejski viadrina we frankfurcie n. odra&cedil,5
Uniwersytet europejski viadrina we frankfurcie n. odra&cedil,Hungary,5
Hungary,Uniwersytet jagielloński w krakowie,5
Uniwersytet jagielloński w krakowie,Hungary,5
Hungary,Uppsala university,58
Uppsala university,Hungary,58
Hungary,Us department of state,13
Us department of state,Hungary,13
Hungary,Uzbekistan,334
Uzbekistan,Hungary,334
Hungary,Viet nam,135
Viet nam,Hungary,135
Hungary,Villanova university,6
Villanova university,Hungary,6
Hungary,Vytautas magnus university,10
Vytautas magnus university,Hungary,10
Hungary,Warsaw school for social psychology,29
Warsaw school for social psychology,Hungary,29
Hungary,World bank,38
World bank,Hungary,38
Hungary,York university,3
York university,Hungary,3
Hungary,empty,35739
empty,Hungary,35739
Hungary,États-unis d'amérique,19
États-unis d'amérique,Hungary,19
Høgskolen i lillehammer,Denmark,1
Denmark,Høgskolen i lillehammer,1
Høgskolen i lillehammer,Finland,2
Finland,Høgskolen i lillehammer,2
Høgskolen i lillehammer,India,2
India,Høgskolen i lillehammer,2
Høgskolen i lillehammer,Iran,8
Iran,Høgskolen i lillehammer,8
Høgskolen i lillehammer,Philippines,3
Philippines,Høgskolen i lillehammer,3
Høgskolen i lillehammer,Portugal,1
Portugal,Høgskolen i lillehammer,1
Høgskolen i lillehammer,Russian federation,6
Russian federation,Høgskolen i lillehammer,6
Høgskolen i lillehammer,Sweden,4
Sweden,Høgskolen i lillehammer,4
Høgskolen i lillehammer,United kingdom,10
United kingdom,Høgskolen i lillehammer,10
Høgskolen i lillehammer,United states,13
United states,Høgskolen i lillehammer,13
Høgskolen i lillehammer,empty,15
empty,Høgskolen i lillehammer,15
Ibm,Greece,1
Greece,Ibm,1
Ibm,Israel,7
Israel,Ibm,7
Ibm,Japan,2
Japan,Ibm,2
Ibm,Russian federation,14
Russian federation,Ibm,14
Ibm,United kingdom,16
United kingdom,Ibm,16
Ibm,United states,39
United states,Ibm,39
Ibm,empty,17
empty,Ibm,17
Iceland,Adam mickiewicz university in poznań,2
Adam mickiewicz university in poznań,Iceland,2
Iceland,Algeria,1
Algeria,Iceland,1
Iceland,College of art and design,1
College of art and design,Iceland,1
Iceland,Communication studies program at concordia university,2
Communication studies program at concordia university,Iceland,2
Iceland,Durham university,2
Durham university,Iceland,2
Iceland,Egypt,2
Egypt,Iceland,2
Iceland,Eurasia department,1
Eurasia department,Iceland,1
Iceland,Humboldt university,1
Humboldt university,Iceland,1
Iceland,Iceland,1
Iceland,India,44
India,Iceland,44
Iceland,Indonesia,5
Indonesia,Iceland,5
Iceland,Institut de recherche pour le développement (ird),2
Institut de recherche pour le développement (ird),Iceland,2
Iceland,Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,1
Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,Iceland,1
Iceland,International centre for the history and sociology of world war ii and its consequences,3
International centre for the history and sociology of world war ii and its consequences,Iceland,3
Iceland,Iran,10
Iran,Iceland,10
Iceland,Ireland,43
Ireland,Iceland,43
Iceland,Israel,274
Israel,Iceland,274
Iceland,Italy,118
Italy,Iceland,118
Iceland,Japan,45
Japan,Iceland,45
Iceland,Kazakhstan,161
Kazakhstan,Iceland,161
Iceland,Kuwait,2
Kuwait,Iceland,2
Iceland,Kyrgyzstan,21
Kyrgyzstan,Iceland,21
Iceland,Laboratoire de recherche historique rhône-alpes (larhra),2
Laboratoire de recherche historique rhône-alpes (larhra),Iceland,2
Iceland,Latvia,66
Latvia,Iceland,66
Iceland,Lebanon,3
Lebanon,Iceland,3
Iceland,Lithuania,128
Lithuania,Iceland,128
Iceland,Luxembourg,2
Luxembourg,Iceland,2
Iceland,Macao,2
Macao,Iceland,2
Iceland,Malaysia,15
Malaysia,Iceland,15
Iceland,Massachusetts institute of technology,1
Massachusetts institute of technology,Iceland,1
Iceland,Mexico,14
Mexico,Iceland,14
Iceland,Moldova,8
Moldova,Iceland,8
Iceland,Morocco,2
Morocco,Iceland,2
Iceland,Nazarbayev university,1
Nazarbayev university,Iceland,1
Iceland,Netherlands,105
Netherlands,Iceland,105
Iceland,Netherlands institute for war documentation,1
Netherlands institute for war documentation,Iceland,1
Iceland,New zealand,23
New zealand,Iceland,23
Iceland,Nigeria,5
Nigeria,Iceland,5
Iceland,Norway,128
Norway,Iceland,128
Iceland,Pakistan,11
Pakistan,Iceland,11
Iceland,Philippines,1
Philippines,Iceland,1
Iceland,Poland,140
Poland,Iceland,140
Iceland,Portugal,11
Portugal,Iceland,11
Iceland,Qatar,3
Qatar,Iceland,3
Iceland,Romania,32
Romania,Iceland,32
Iceland,Russian federation,1110
Russian federation,Iceland,1110
Iceland,Russian language teaching methodology institute of philology of moscow state pedagogical university,1
Russian language teaching methodology institute of philology of moscow state pedagogical university,Iceland,1
Iceland,Saudi arabia,2
Saudi arabia,Iceland,2
Iceland,School of architecture,1
School of architecture,Iceland,1
Iceland,School of modern languages,2
School of modern languages,Iceland,2
Iceland,Serbia,6
Serbia,Iceland,6
Iceland,Singapore,19
Singapore,Iceland,19
Iceland,Slovakia,12
Slovakia,Iceland,12
Iceland,Slovenia,17
Slovenia,Iceland,17
Iceland,South africa,29
South africa,Iceland,29
Iceland,South korea,20
South korea,Iceland,20
Iceland,Spain,67
Spain,Iceland,67
Iceland,Sweden,137
Sweden,Iceland,137
Iceland,Switzerland,72
Switzerland,Iceland,72
Iceland,Taiwan,5
Taiwan,Iceland,5
Iceland,Tajikistan,3
Tajikistan,Iceland,3
Iceland,Tallinn university,2
Tallinn university,Iceland,2
Iceland,Tatar state humanitarian and pedagogical university,1
Tatar state humanitarian and pedagogical university,Iceland,1
Iceland,Texas aandm university-corpus christi,1
Texas aandm university-corpus christi,Iceland,1
Iceland,The economic policy and research center dubai economic council,1
The economic policy and research center dubai economic council,Iceland,1
Iceland,The george washington university,1
The george washington university,Iceland,1
Iceland,The new school for social research,2
The new school for social research,Iceland,2
Iceland,The “bath house readings”,1
The “bath house readings”,Iceland,1
Iceland,Transylvania university,1
Transylvania university,Iceland,1
Iceland,Tunisia,2
Tunisia,Iceland,2
Iceland,Turkey,55
Turkey,Iceland,55
Iceland,Uit: the arctic university of norway,2
Uit: the arctic university of norway,Iceland,2
Iceland,Ukraine,131
Ukraine,Iceland,131
Iceland,Umr 7220,1
Umr 7220,Iceland,1
Iceland,United arab emirates,9
United arab emirates,Iceland,9
Iceland,United kingdom,1130
United kingdom,Iceland,1130
Iceland,United states,2013
United states,Iceland,2013
Iceland,United states holocaust memorial museum,1
United states holocaust memorial museum,Iceland,1
Iceland,University of bristol,1
University of bristol,Iceland,1
Iceland,University of kansas,2
University of kansas,Iceland,2
Iceland,University of london,1
University of london,Iceland,1
Iceland,University of melbourne,1
University of melbourne,Iceland,1
Iceland,University of north texas,2
University of north texas,Iceland,2
Iceland,University of pittsburgh,2
University of pittsburgh,Iceland,2
Iceland,University of washington,2
University of washington,Iceland,2
Iceland,University of wolverhampton,1
University of wolverhampton,Iceland,1
Iceland,Uniwersytet europejski viadrina we frankfurcie n. odra&cedil,1
Uniwersytet europejski viadrina we frankfurcie n. odra&cedil,Iceland,1
Iceland,Uniwersytet jagielloński w krakowie,1
Uniwersytet jagielloński w krakowie,Iceland,1
Iceland,Viet nam,4
Viet nam,Iceland,4
Iceland,Villanova university,1
Villanova university,Iceland,1
Iceland,empty,1442
empty,Iceland,1442
Ii. rákóczi ferenc kárpátaljai magyar főiskola,Hungary,1
Hungary,Ii. rákóczi ferenc kárpátaljai magyar főiskola,1
Inalco,Adam mickiewicz university in poznań,1
Adam mickiewicz university in poznań,Inalco,1
Inalco,Bangladesh,1
Bangladesh,Inalco,1
Inalco,Center for the history of literature,1
Center for the history of literature,Inalco,1
Inalco,College of letters and science,1
College of letters and science,Inalco,1
Inalco,Colombia,1
Colombia,Inalco,1
Inalco,Cyprus,1
Cyprus,Inalco,1
Inalco,Department for the humanities,1
Department for the humanities,Inalco,1
Inalco,India,20
India,Inalco,20
Inalco,Institute of political sciences at ilia state university,1
Institute of political sciences at ilia state university,Inalco,1
Inalco,International centre for the history and sociology of world war ii and its consequences,1
International centre for the history and sociology of world war ii and its consequences,Inalco,1
Inalco,Ireland,14
Ireland,Inalco,14
Inalco,Israel,33
Israel,Inalco,33
Inalco,Italy,32
Italy,Inalco,32
Inalco,Japan,14
Japan,Inalco,14
Inalco,Kazakhstan,48
Kazakhstan,Inalco,48
Inalco,Kyrgyzstan,8
Kyrgyzstan,Inalco,8
Inalco,Latvia,26
Latvia,Inalco,26
Inalco,Lithuania,35
Lithuania,Inalco,35
Inalco,Luxembourg,2
Luxembourg,Inalco,2
Inalco,Malaysia,7
Malaysia,Inalco,7
Inalco,Murmansk advanced teachers' college,1
Murmansk advanced teachers' college,Inalco,1
Inalco,Nazarbayev university,1
Nazarbayev university,Inalco,1
Inalco,Netherlands,37
Netherlands,Inalco,37
Inalco,Norway,18
Norway,Inalco,18
Inalco,Pakistan,10
Pakistan,Inalco,10
Inalco,Poland,17
Poland,Inalco,17
Inalco,Portugal,5
Portugal,Inalco,5
Inalco,Romania,5
Romania,Inalco,5
Inalco,Russian federation,281
Russian federation,Inalco,281
Inalco,School of modern languages,1
School of modern languages,Inalco,1
Inalco,Serbia,2
Serbia,Inalco,2
Inalco,South africa,4
South africa,Inalco,4
Inalco,South korea,4
South korea,Inalco,4
Inalco,Sweden,41
Sweden,Inalco,41
Inalco,Switzerland,16
Switzerland,Inalco,16
Inalco,Tajikistan,1
Tajikistan,Inalco,1
Inalco,Turkey,10
Turkey,Inalco,10
Inalco,Ukraine,67
Ukraine,Inalco,67
Inalco,United arab emirates,3
United arab emirates,Inalco,3
Inalco,United kingdom,281
United kingdom,Inalco,281
Inalco,United states,581
United states,Inalco,581
Inalco,University of london,1
University of london,Inalco,1
Inalco,University of washington,2
University of washington,Inalco,2
Inalco,University of wolverhampton,1
University of wolverhampton,Inalco,1
Inalco,Uniwersytet jagielloński w krakowie,1
Uniwersytet jagielloński w krakowie,Inalco,1
Inalco,Uzbekistan,1
Uzbekistan,Inalco,1
Inalco,empty,355
empty,Inalco,355
Independent researcher,Austin,1
Austin,Independent researcher,1
Independent researcher,Durham university,1
Durham university,Independent researcher,1
Independent researcher,India,32
India,Independent researcher,32
Independent researcher,Ireland,20
Ireland,Independent researcher,20
Independent researcher,Israel,85
Israel,Independent researcher,85
Independent researcher,Italy,66
Italy,Independent researcher,66
Independent researcher,Japan,43
Japan,Independent researcher,43
Independent researcher,Kazakhstan,134
Kazakhstan,Independent researcher,134
Independent researcher,Kuwait,1
Kuwait,Independent researcher,1
Independent researcher,Kyrgyzstan,19
Kyrgyzstan,Independent researcher,19
Independent researcher,Latvia,9
Latvia,Independent researcher,9
Independent researcher,Lithuania,49
Lithuania,Independent researcher,49
Independent researcher,Luxembourg,2
Luxembourg,Independent researcher,2
Independent researcher,Madagascar,3
Madagascar,Independent researcher,3
Independent researcher,Mexico,10
Mexico,Independent researcher,10
Independent researcher,Netherlands,60
Netherlands,Independent researcher,60
Independent researcher,New zealand,12
New zealand,Independent researcher,12
Independent researcher,Nigeria,4
Nigeria,Independent researcher,4
Independent researcher,Norway,27
Norway,Independent researcher,27
Independent researcher,Pakistan,5
Pakistan,Independent researcher,5
Independent researcher,Philippines,3
Philippines,Independent researcher,3
Independent researcher,Poland,38
Poland,Independent researcher,38
Independent researcher,Rand drug policy research center,1
Rand drug policy research center,Independent researcher,1
Independent researcher,Romania,12
Romania,Independent researcher,12
Independent researcher,Russian federation,609
Russian federation,Independent researcher,609
Independent researcher,Saudi arabia,1
Saudi arabia,Independent researcher,1
Independent researcher,Serbia,3
Serbia,Independent researcher,3
Independent researcher,Singapore,8
Singapore,Independent researcher,8
Independent researcher,Slovakia,6
Slovakia,Independent researcher,6
Independent researcher,South africa,10
South africa,Independent researcher,10
Independent researcher,South korea,17
South korea,Independent researcher,17
Independent researcher,Spain,23
Spain,Independent researcher,23
Independent researcher,Sweden,61
Sweden,Independent researcher,61
Independent researcher,Switzerland,49
Switzerland,Independent researcher,49
Independent researcher,Taiwan,2
Taiwan,Independent researcher,2
Independent researcher,Tajikistan,3
Tajikistan,Independent researcher,3
Independent researcher,The new school for social research,2
The new school for social research,Independent researcher,2
Independent researcher,Transylvania university,1
Transylvania university,Independent researcher,1
Independent researcher,Tunisia,3
Tunisia,Independent researcher,3
Independent researcher,Turkey,38
Turkey,Independent researcher,38
Independent researcher,Ukraine,72
Ukraine,Independent researcher,72
Independent researcher,United kingdom,602
United kingdom,Independent researcher,602
Independent researcher,United states,1222
United states,Independent researcher,1222
Independent researcher,University of toronto,1
University of toronto,Independent researcher,1
Independent researcher,Uzbekistan,19
Uzbekistan,Independent researcher,19
Independent researcher,empty,783
empty,Independent researcher,783
Independent scholar affiliated with yad vashem,Berlin's humboldt university,1
Berlin's humboldt university,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Berliner kolleg fur vergleichende geschichte europas,1
Berliner kolleg fur vergleichende geschichte europas,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Center for advanced holocaust studies,1
Center for advanced holocaust studies,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Hamburger institute für sozialforschung,1
Hamburger institute für sozialforschung,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Israel,7
Israel,Independent scholar affiliated with yad vashem,7
Independent scholar affiliated with yad vashem,Italy,1
Italy,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Latvia,1
Latvia,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Moldova,1
Moldova,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Netherlands,1
Netherlands,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Netherlands institute for war documentation,1
Netherlands institute for war documentation,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Poland,4
Poland,Independent scholar affiliated with yad vashem,4
Independent scholar affiliated with yad vashem,Romania,4
Romania,Independent scholar affiliated with yad vashem,4
Independent scholar affiliated with yad vashem,Russian federation,15
Russian federation,Independent scholar affiliated with yad vashem,15
Independent scholar affiliated with yad vashem,Slovakia,1
Slovakia,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Sweden,5
Sweden,Independent scholar affiliated with yad vashem,5
Independent scholar affiliated with yad vashem,Technical university of berlin,1
Technical university of berlin,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Transylvania university,1
Transylvania university,Independent scholar affiliated with yad vashem,1
Independent scholar affiliated with yad vashem,Ukraine,2
Ukraine,Independent scholar affiliated with yad vashem,2
Independent scholar affiliated with yad vashem,United kingdom,15
United kingdom,Independent scholar affiliated with yad vashem,15
Independent scholar affiliated with yad vashem,United states,53
United states,Independent scholar affiliated with yad vashem,53
Independent scholar affiliated with yad vashem,United states holocaust memorial museum,2
United states holocaust memorial museum,Independent scholar affiliated with yad vashem,2
Independent scholar affiliated with yad vashem,empty,37
empty,Independent scholar affiliated with yad vashem,37
India,Adam mickiewicz university in poznań,4
Adam mickiewicz university in poznań,India,4
India,Austin,1
Austin,India,1
India,Castalia strategic advisors,2
Castalia strategic advisors,India,2
India,Center for the history of literature,1
Center for the history of literature,India,1
India,Faculty of humanities,1
Faculty of humanities,India,1
India,Friedrich-schiller-univ. jena,3
Friedrich-schiller-univ. jena,India,3
India,Hankuk university of foreign studies,8
Hankuk university of foreign studies,India,8
India,Humboldt university,9
Humboldt university,India,9
India,India,1677
India,Indonesia,133
Indonesia,India,133
India,Institut de recherche pour le développement (ird),15
Institut de recherche pour le développement (ird),India,15
India,Institut für slawistik und hungarologie,8
Institut für slawistik und hungarologie,India,8
India,Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,26
Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,India,26
India,Institute of political sciences at ilia state university,15
Institute of political sciences at ilia state university,India,15
India,International and energy studies,7
International and energy studies,India,7
India,International centre for the history and sociology of world war ii and its consequences,29
International centre for the history and sociology of world war ii and its consequences,India,29
India,Iran,581
Iran,India,581
India,Iraq,76
Iraq,India,76
India,Ireland,1144
Ireland,India,1144
India,Iris,11
Iris,India,11
India,Islamic azad university,9
Islamic azad university,India,9
India,Israel,4147
Israel,India,4147
India,Isu,1
Isu,India,1
India,Italy,3478
Italy,India,3478
India,Japan,1906
Japan,India,1906
India,Jordan,40
Jordan,India,40
India,Jsc financial academy,12
Jsc financial academy,India,12
India,Kazakhstan,5467
Kazakhstan,India,5467
India,Kazakhstan astana university miras kazakhstan kazakh national pedagogical university named after abai kazakhstan,13
Kazakhstan astana university miras kazakhstan kazakh national pedagogical university named after abai kazakhstan,India,13
India,Kazan (volga region) federal university,1
Kazan (volga region) federal university,India,1
India,Kellogg college,14
Kellogg college,India,14
India,Kenya,9
Kenya,India,9
India,Komazawa university,1
Komazawa university,India,1
India,Kuwait,40
Kuwait,India,40
India,Kyrgyzstan,716
Kyrgyzstan,India,716
India,Laboratoire de recherche historique rhône-alpes (larhra),7
Laboratoire de recherche historique rhône-alpes (larhra),India,7
India,Latvia,856
Latvia,India,856
India,Lebanon,76
Lebanon,India,76
India,Lithuania,2179
Lithuania,India,2179
India,London school of economics,2
London school of economics,India,2
India,Los angeles,17
Los angeles,India,17
India,Ludwig-maximilians university munich,25
Ludwig-maximilians university munich,India,25
India,Luxembourg,82
Luxembourg,India,82
India,Macao,30
Macao,India,30
India,Madagascar,24
Madagascar,India,24
India,Malaysia,697
Malaysia,India,697
India,Malta,12
Malta,India,12
India,Massachusetts institute of technology,7
Massachusetts institute of technology,India,7
India,Mexico,216
Mexico,India,216
India,Ministry of foreign affairs,5
Ministry of foreign affairs,India,5
India,Moldova,188
Moldova,India,188
India,Monaco,24
Monaco,India,24
India,Mongolia,163
Mongolia,India,163
India,Montenegro,7
Montenegro,India,7
India,Morocco,30
Morocco,India,30
India,Mozambique,7
Mozambique,India,7
India,Murmansk advanced teachers' college,9
Murmansk advanced teachers' college,India,9
India,National institute of water and atmospheric research (niwa,8
National institute of water and atmospheric research (niwa,India,8
India,National research university higher school of economics,2
National research university higher school of economics,India,2
India,National university of singapore,1
National university of singapore,India,1
India,Nazarbayev university,3
Nazarbayev university,India,3
India,Netherlands,3093
Netherlands,India,3093
India,Netherlands institute for war documentation,10
Netherlands institute for war documentation,India,10
India,New zealand,575
New zealand,India,575
India,Nigeria,190
Nigeria,India,190
India,North macedonia,21
North macedonia,India,21
India,Norway,2057
Norway,India,2057
India,Oman,4
Oman,India,4
India,Osi public health program,2
Osi public health program,India,2
India,Oxford brookes university,3
Oxford brookes university,India,3
India,Pakistan,1085
Pakistan,India,1085
India,Palestine,12
Palestine,India,12
India,Peru,18
Peru,India,18
India,Philippines,44
Philippines,India,44
India,Poland,2510
Poland,India,2510
India,Polish academy of sciences,1
Polish academy of sciences,India,1
India,Portugal,374
Portugal,India,374
India,Qatar,103
Qatar,India,103
India,Queen's university,4
Queen's university,India,4
India,Rand drug policy research center,10
Rand drug policy research center,India,10
India,Republic of karachai-cherkessia,13
Republic of karachai-cherkessia,India,13
India,Research institute of the evangelical lutheran church of finland,26
Research institute of the evangelical lutheran church of finland,India,26
India,Romania,855
Romania,India,855
India,Russian federation,25592
Russian federation,India,25592
India,San diego state university,5
San diego state university,India,5
India,Saudi arabia,56
Saudi arabia,India,56
India,School of architecture,19
School of architecture,India,19
India,School of humanities and social sciences,20
School of humanities and social sciences,India,20
India,School of law,1
School of law,India,1
India,School of modern languages,31
School of modern languages,India,31
India,Senegal,33
Senegal,India,33
India,Serbia,124
Serbia,India,124
India,She is a fellow at the european foundation for democracy. she earned her ph.d. at george mason university,19
She is a fellow at the european foundation for democracy. she earned her ph.d. at george mason university,India,19
India,Singapore,698
Singapore,India,698
India,Slovakia,321
Slovakia,India,321
India,Slovenia,226
Slovenia,India,226
India,Soas,21
Soas,India,21
India,South africa,583
South africa,India,583
India,South korea,873
South korea,India,873
India,Southeast missouri state university,6
Southeast missouri state university,India,6
India,Spain,1085
Spain,India,1085
India,Sri lanka,37
Sri lanka,India,37
India,Stanford university,5
Stanford university,India,5
India,Sweden,3682
Sweden,India,3682
India,Switzerland,1884
Switzerland,India,1884
India,Syrian arab republic,11
Syrian arab republic,India,11
India,Taiwan,145
Taiwan,India,145
India,Tajikistan,148
Tajikistan,India,148
India,Tallinn university,9
Tallinn university,India,9
India,Tanzania,24
Tanzania,India,24
India,Tate gallery of modern art,4
Tate gallery of modern art,India,4
India,Technical university of berlin,5
Technical university of berlin,India,5
India,Technische universität münchen,3
Technische universität münchen,India,3
India,Texas aandm university-corpus christi,3
Texas aandm university-corpus christi,India,3
India,Thailand,42
Thailand,India,42
India,The george washington university,7
The george washington university,India,7
India,The new school for social research,40
The new school for social research,India,40
India,The “bath house readings”,4
The “bath house readings”,India,4
India,Transylvania university,16
Transylvania university,India,16
India,Trinidad and tobago,52
Trinidad and tobago,India,52
India,Tunisia,85
Tunisia,India,85
India,Turkey,2031
Turkey,India,2031
India,Turkmenistan,35
Turkmenistan,India,35
India,Tuvalu,24
Tuvalu,India,24
India,U.s. naval academy,10
U.s. naval academy,India,10
India,Uit: the arctic university of norway,3
Uit: the arctic university of norway,India,3
India,Ukraine,3135
Ukraine,India,3135
India,Umr 7220,8
Umr 7220,India,8
India,United arab emirates,280
United arab emirates,India,280
India,United kingdom,30436
United kingdom,India,30436
India,United states,64345
United states,India,64345
India,University college london,2
University college london,India,2
India,University of arizona,4
University of arizona,India,4
India,University of birmingham,27
University of birmingham,India,27
India,University of bristol,10
University of bristol,India,10
India,University of central asia,8
University of central asia,India,8
India,University of delaware,3
University of delaware,India,3
India,University of florida,11
University of florida,India,11
India,University of islamic sciences,9
University of islamic sciences,India,9
India,University of kansas,10
University of kansas,India,10
India,University of latvia,2
University of latvia,India,2
India,University of london,39
University of london,India,39
India,University of manchester,13
University of manchester,India,13
India,University of melbourne,12
University of melbourne,India,12
India,University of miami school of architecture,1
University of miami school of architecture,India,1
India,University of minnesota,52
University of minnesota,India,52
India,University of nantes,2
University of nantes,India,2
India,University of north texas,22
University of north texas,India,22
India,University of otago,2
University of otago,India,2
India,University of pittsburgh,60
University of pittsburgh,India,60
India,University of southampton,22
University of southampton,India,22
India,University of southern california,6
University of southern california,India,6
India,University of tarbiat modares,2
University of tarbiat modares,India,2
India,University of toronto,22
University of toronto,India,22
India,University of turin,17
University of turin,India,17
India,University of tübingen,4
University of tübingen,India,4
India,University of washington,54
University of washington,India,54
India,University of wisconsin-madison,8
University of wisconsin-madison,India,8
India,University of wolverhampton,14
University of wolverhampton,India,14
India,University of wyoming,5
University of wyoming,India,5
India,Univerzita konštantína filozofa v nitre filozofická fakulta,7
Univerzita konštantína filozofa v nitre filozofická fakulta,India,7
India,Uniwersytet europejski viadrina we frankfurcie n. odra&cedil,2
Uniwersytet europejski viadrina we frankfurcie n. odra&cedil,India,2
India,Uniwersytet jagielloński w krakowie,5
Uniwersytet jagielloński w krakowie,India,5
India,Uppsala university,58
Uppsala university,India,58
India,Us department of state,7
Us department of state,India,7
India,Uzbekistan,472
Uzbekistan,India,472
India,Viet nam,129
Viet nam,India,129
India,Villanova university,5
Villanova university,India,5
India,Vytautas magnus university,12
Vytautas magnus university,India,12
India,World bank,20
World bank,India,20
India,empty,37812
empty,India,37812
India,États-unis d'amérique,24
États-unis d'amérique,India,24
Indonesia,Adam mickiewicz university in poznań,2
Adam mickiewicz university in poznań,Indonesia,2
Indonesia,Algeria,1
Algeria,Indonesia,1
Indonesia,Bosnia and herzegovina,1
Bosnia and herzegovina,Indonesia,1
Indonesia,Canada (fax: +1 613 788 4064),3
Canada (fax: +1 613 788 4064),Indonesia,3
Indonesia,Centre for european migration and ethnic studies (cemes),1
Centre for european migration and ethnic studies (cemes),Indonesia,1
Indonesia,Cnrs paris-berlin,1
Cnrs paris-berlin,Indonesia,1
Indonesia,Columbia university,1
Columbia university,Indonesia,1
Indonesia,Durham university,3
Durham university,Indonesia,3
Indonesia,Independent researcher,2
Independent researcher,Indonesia,2
Indonesia,Indonesia,18
Indonesia,Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,2
Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,Indonesia,2
Indonesia,International centre for the history and sociology of world war ii and its consequences,1
International centre for the history and sociology of world war ii and its consequences,Indonesia,1
Indonesia,Iran,26
Iran,Indonesia,26
Indonesia,Ireland,57
Ireland,Indonesia,57
Indonesia,Israel,228
Israel,Indonesia,228
Indonesia,Italy,210
Italy,Indonesia,210
Indonesia,Japan,80
Japan,Indonesia,80
Indonesia,Jordan,3
Jordan,Indonesia,3
Indonesia,Kazakhstan,232
Kazakhstan,Indonesia,232
Indonesia,Kenya,5
Kenya,Indonesia,5
Indonesia,Komazawa university,3
Komazawa university,Indonesia,3
Indonesia,Kyrgyzstan,52
Kyrgyzstan,Indonesia,52
Indonesia,Latvia,47
Latvia,Indonesia,47
Indonesia,Lithuania,133
Lithuania,Indonesia,133
Indonesia,Luxembourg,2
Luxembourg,Indonesia,2
Indonesia,Malaysia,34
Malaysia,Indonesia,34
Indonesia,Massachusetts institute of technology,2
Massachusetts institute of technology,Indonesia,2
Indonesia,Mexico,21
Mexico,Indonesia,21
Indonesia,Ministry of foreign affairs,3
Ministry of foreign affairs,Indonesia,3
Indonesia,Moldova,8
Moldova,Indonesia,8
Indonesia,Monaco,4
Monaco,Indonesia,4
Indonesia,Mongolia,15
Mongolia,Indonesia,15
Indonesia,Murmansk advanced teachers' college,1
Murmansk advanced teachers' college,Indonesia,1
Indonesia,Netherlands,195
Netherlands,Indonesia,195
Indonesia,New zealand,20
New zealand,Indonesia,20
Indonesia,Nigeria,17
Nigeria,Indonesia,17
Indonesia,Norway,86
Norway,Indonesia,86
Indonesia,Pakistan,20
Pakistan,Indonesia,20
Indonesia,Philippines,8
Philippines,Indonesia,8
Indonesia,Poland,129
Poland,Indonesia,129
Indonesia,Portugal,20
Portugal,Indonesia,20
Indonesia,Rand drug policy research center,1
Rand drug policy research center,Indonesia,1
Indonesia,Research institute of the evangelical lutheran church of finland,2
Research institute of the evangelical lutheran church of finland,Indonesia,2
Indonesia,Romania,47
Romania,Indonesia,47
Indonesia,Russian federation,1324
Russian federation,Indonesia,1324
Indonesia,Saudi arabia,7
Saudi arabia,Indonesia,7
Indonesia,Serbia,2
Serbia,Indonesia,2
Indonesia,Singapore,42
Singapore,Indonesia,42
Indonesia,Slovakia,6
Slovakia,Indonesia,6
Indonesia,Slovenia,10
Slovenia,Indonesia,10
Indonesia,Soas,2
Soas,Indonesia,2
Indonesia,South africa,29
South africa,Indonesia,29
