id, label, degree
new public diplomacy,new public diplomacy,1
gender disparity,gender disparity,1
women in academia,women in academia,1
cultural turn,cultural turn,1
religious propaganda,religious propaganda,1
capitalism in developing states,capitalism in developing states,1
property predation,property predation,1
transit economics,transit economics,1
sustainable land management,sustainable land management,1
measuring scale,measuring scale,1
personal social services,personal social services,1
post-soviet social policy,post-soviet social policy,1
russian language and education,russian language and education,1
russian far north,russian far north,1
sexuality and politics,sexuality and politics,1
chornobyl’,chornobyl’,1
slavic death lament,slavic death lament,1
incidence of residence change,incidence of residence change,1
industrial cities,industrial cities,1
migrant arrival date,migrant arrival date,1
sakha republic,sakha republic,1
social expectations,social expectations,1
comparative public policy,comparative public policy,1
diffusion of innovation,diffusion of innovation,1
impediments to policy adoption,impediments to policy adoption,1
selma lagerlöf,selma lagerlöf,1
travelling texts,travelling texts,1
ethical evaluation,ethical evaluation,1
isaiah berlin,isaiah berlin,1
value pluralism,value pluralism,1
vittorio hösle,vittorio hösle,1
ethnical demography,ethnical demography,1
iconographies,iconographies,1
jean gottmann,jean gottmann,1
evapo-transpiration,evapo-transpiration,1
poplar,poplar,1
sap flow,sap flow,1
cuban 1960s,cuban 1960s,1
cuban studies,cuban studies,1
denotative meanings,denotative meanings,1
material culture studies,material culture studies,1
sociology of fashion,sociology of fashion,1
state socialist regimes,state socialist regimes,1
educators,educators,1
force structures,force structures,1
comprehensive collections,comprehensive collections,1
karachai-balkar,karachai-balkar,1
kumyk,kumyk,1
nogai,nogai,1
research collections,research collections,1
comparative presidentialism,comparative presidentialism,1
presidential power,presidential power,1
norilsk,norilsk,1
perestroika reforms,perestroika reforms,1
patterns of settlement,patterns of settlement,1
social and economic integration,social and economic integration,1
the naukan yupik,the naukan yupik,1
war realism,war realism,1
book design,book design,1
cornell university library,cornell university library,1
micro-district,micro-district,1
pavlovo pole,pavlovo pole,1
saltovskiy housing estate,saltovskiy housing estate,1
tyulpa,tyulpa,1
absorption,absorption,1
ethnic sports clubs,ethnic sports clubs,1
integration model,integration model,1
"pedagogika, practicum, theory–practice gap","pedagogika, practicum, theory–practice gap",1
teacher professional knowledge,teacher professional knowledge,1
migration situation in russia,migration situation in russia,1
migration sources,migration sources,1
russian state migration policy,russian state migration policy,1
shakespeare in poland,shakespeare in poland,1
world war 2,world war 2,1
global islamic community,global islamic community,1
karata,karata,1
recent muslim urbanites,recent muslim urbanites,1
urban islam,urban islam,1
village society transformation,village society transformation,1
dbq,dbq,1
difficulties in emotion regulation,difficulties in emotion regulation,1
driver behaviour questionnaire,driver behaviour questionnaire,1
risky driving behavior,risky driving behavior,1
bribe offers,bribe offers,1
women war veterans,women war veterans,1
continuities between pre-revolutionary and soviet russia,continuities between pre-revolutionary and soviet russia,1
ethical evaluation of social events,ethical evaluation of social events,1
anna seghers,anna seghers,1
caribbean slavery,caribbean slavery,1
german post-holocaust literature,german post-holocaust literature,1
“the reintroduction of slavery in guadeloupe”,“the reintroduction of slavery in guadeloupe”,1
“wiedereinführung der sklaverei in guadeloupe”,“wiedereinführung der sklaverei in guadeloupe”,1
place-names,place-names,1
ashraf marwan,ashraf marwan,1
czechoslovak exile,czechoslovak exile,1
jan kavan,jan kavan,1
palach press agency,palach press agency,1
population loss,population loss,1
contested land,contested land,1
depolitisation,depolitisation,1
holy deeds of ancestors,holy deeds of ancestors,1
nationalist discourses,nationalist discourses,1
sacralisation,sacralisation,1
preliminary layout,preliminary layout,1
regional atlas,regional atlas,1
scientific program of the atlas,scientific program of the atlas,1
semiotic modeling,semiotic modeling,1
succeeding scales,succeeding scales,1
regional security complexes theory,regional security complexes theory,1
securitized region,securitized region,1
business and politics,business and politics,1
interethnic relations in the ussr,interethnic relations in the ussr,1
bronze belts,bronze belts,1
caucasus collections,caucasus collections,1
central-southern caucasian culture,central-southern caucasian culture,1
chodžali-gedebey culture,chodžali-gedebey culture,1
kalakent,kalakent,1
late bronze and early iron age in the south caucasus,late bronze and early iron age in the south caucasus,1
research in the south caucasus,research in the south caucasus,1
npos,npos,1
authoritarian learning,authoritarian learning,1
hyper-presidentialism,hyper-presidentialism,1
adaptations,adaptations,1
russian-speaking economy,russian-speaking economy,1
djihadism,djihadism,1
international lenin school,international lenin school,1
international organization of revolutionary writers (morp),international organization of revolutionary writers (morp),1
maría teresa león,maría teresa león,1
rafael alberti,rafael alberti,1
soviet congress of writers,soviet congress of writers,1
parliamentarism models,parliamentarism models,1
dushanbe,dushanbe,1
iconicity,iconicity,1
abject space,abject space,1
postreform russia,postreform russia,1
international organization of journalists,international organization of journalists,1
union of journalists,union of journalists,1
cold war–origins,cold war–origins,1
substitute care,substitute care,1
conrad adenauer,conrad adenauer,1
german foreign policy,german foreign policy,1
west european integration,west european integration,1
ecologization of territorial planning,ecologization of territorial planning,1
landscape basis,landscape basis,1
mapping of geosystems,mapping of geosystems,1
emomali rahmon,emomali rahmon,1
sino-soviet normalisation,sino-soviet normalisation,1
small steps policy,small steps policy,1
soviet-chinese friendship association,soviet-chinese friendship association,1
conflict of 1929,conflict of 1929,1
sustainable fisheries,sustainable fisheries,1
water-energy-food nexus,water-energy-food nexus,1
concha michel,concha michel,1
subsistence labor,subsistence labor,1
international influence,international influence,1
gerald ford,gerald ford,1
digital protest,digital protest,1
digital resistance,digital resistance,1
hybrid regime protest,hybrid regime protest,1
conservation policy,conservation policy,1
power concentration,power concentration,1
alternative medicine,alternative medicine,1
kumiss,kumiss,1
communism and private life,communism and private life,1
elizaveta kishkina,elizaveta kishkina,1
jiang jingguo,jiang jingguo,1
‘god that failed,‘god that failed,1
’ m.n. roy,’ m.n. roy,1
grigori kheifets,grigori kheifets,1
olavi paavolainen,olavi paavolainen,1
guard industry training,guard industry training,1
private police,private police,1
security guard regulations,security guard regulations,1
security guards,security guards,1
hammarskjöld,hammarskjöld,1
peacemaking mandate,peacemaking mandate,1
republic of the congo,republic of the congo,1
cpn,cpn,1
political reconstruction,political reconstruction,1
postwar europe,postwar europe,1
communist party of south africa (cpsa),communist party of south africa (cpsa),1
international socialist league (isl),international socialist league (isl),1
south african communist party (sacp),south african communist party (sacp),1
class dictatorship,class dictatorship,1
proletarian democracy,proletarian democracy,1
estonian journalists’ organization,estonian journalists’ organization,1
grain crops,grain crops,1
central leadership (icp-cl),central leadership (icp-cl),1
iraqi communist movement,iraqi communist movement,1
iraqi communist party,iraqi communist party,1
iraqi revolutionary grouping (irg),iraqi revolutionary grouping (irg),1
revolutionary front of iraqis in britain,revolutionary front of iraqis in britain,1
measurement equivalence,measurement equivalence,1
multiple group confirmatory factor analysis,multiple group confirmatory factor analysis,1
time of trouble,time of trouble,1
determinants of trust,determinants of trust,1
macro-and micro cultural theories,macro-and micro cultural theories,1
mother archetype,mother archetype,1
sergey sedov,sergey sedov,1
cuito cuanavale,cuito cuanavale,1
fapla,fapla,1
jamba,jamba,1
mavinga,mavinga,1
operation packer,operation packer,1
saw,saw,1
swapo,swapo,1
tumpo,tumpo,1
unita,unita,1
political anniversaries,political anniversaries,1
political cultures,political cultures,1
cybermetrics,cybermetrics,1
graph analysis,graph analysis,1
marker-based smart search,marker-based smart search,1
social and political processes,social and political processes,1
caribbean cities,caribbean cities,1
community architects,community architects,1
historic districts,historic districts,1
participation-in-design,participation-in-design,1
urban regulations,urban regulations,1
october 1917,october 1917,1
class politics,class politics,1
accreditation,accreditation,1
unesco model curricula,unesco model curricula,1
communities and ideologies,communities and ideologies,1
little moskow,little moskow,1
myth of communism,myth of communism,1
revolution in europe,revolution in europe,1
sociability and workers' movement,sociability and workers' movement,1
dimensions of success,dimensions of success,1
path of success,path of success,1
chinggis khaan,chinggis khaan,1
colonial period,colonial period,1
«oficial»history soviet imaginary,«oficial»history soviet imaginary,1
data imaginaries,data imaginaries,1
nonstrategic nuclear weapons,nonstrategic nuclear weapons,1
anaphoric versification,anaphoric versification,1
asian allure,asian allure,1
bair dugarov,bair dugarov,1
buryat poetry,buryat poetry,1
red flag,red flag,1
comparative systems,comparative systems,1
principles of confucian economics,principles of confucian economics,1
a.-l. shlotser,a.-l. shlotser,1
ancient russian vivliofik,ancient russian vivliofik,1
g.-f. miller,g.-f. miller,1
n.i. novikov,n.i. novikov,1
russian historiography of the 18th century,russian historiography of the 18th century,1
spiritual and treaty diplomas of great and specific princes,spiritual and treaty diplomas of great and specific princes,1
journalism and communication education,journalism and communication education,1
landscape policy,landscape policy,1
territorial planning system,territorial planning system,1
nordiska spelen,nordiska spelen,1
skiing,skiing,1
localization (source: unesco thesaurus),localization (source: unesco thesaurus),1
survey experiment,survey experiment,1
art therapy,art therapy,1
intermediate range missiles (irm),intermediate range missiles (irm),1
nuclear arms control,nuclear arms control,1
the inf treaty,the inf treaty,1
the start treaty,the start treaty,1
child study,child study,1
pathological,pathological,1
sub-normal,sub-normal,1
conditional inference trees,conditional inference trees,1
conditional variable importance,conditional variable importance,1
crop diversity,crop diversity,1
crop rotations,crop rotations,1
multi-sensor mapping,multi-sensor mapping,1
random forest,random forest,1
archaeological and ethnographic parallels,archaeological and ethnographic parallels,1
clothes material,clothes material,1
dress color,dress color,1
povolzhie,povolzhie,1
semantics of dress,semantics of dress,1
postponement of parenthood,postponement of parenthood,1
european communism,european communism,1
franco dictatorship,franco dictatorship,1
spanish communism,spanish communism,1
disloyalty,disloyalty,1
obligation,obligation,1
post-soviet market society,post-soviet market society,1
regime of social exclusion,regime of social exclusion,1
surplus people,surplus people,1
truncated social citizenship,truncated social citizenship,1
conservation status,conservation status,1
supraethnic identity,supraethnic identity,1
ahmad shah massoud,ahmad shah massoud,1
quasi-states,quasi-states,1
rebel diplomacy,rebel diplomacy,1
rebel governance,rebel governance,1
great famine,great famine,1
kora,kora,1
koreans in ussr,koreans in ussr,1
rice cultivation,rice cultivation,1
adaptation to imprisonment,adaptation to imprisonment,1
post-soviet penitentiary institutions,post-soviet penitentiary institutions,1
prison reforms,prison reforms,1
book materiality,book materiality,1
commodity culture,commodity culture,1
technology studies,technology studies,1
brand activism,brand activism,1
commodity activism,commodity activism,1
shepard fairey,shepard fairey,1
indian freedom struggle,indian freedom struggle,1
kazi nazrul islam,kazi nazrul islam,1
left movement in bengal,left movement in bengal,1
habsburg legacy,habsburg legacy,1
ivano-frankivs’k,ivano-frankivs’k,1
yurii andrukhovych,yurii andrukhovych,1
corporate university,corporate university,1
gosplan thinking,gosplan thinking,1
humboldtian tradition,humboldtian tradition,1
knowledge spaces,knowledge spaces,1
off-offshore,off-offshore,1
chinese military modernisation,chinese military modernisation,1
chinese military strategy,chinese military strategy,1
doctrine development,doctrine development,1
sino–soviet relations,sino–soviet relations,1
amur,amur,1
hezhe,hezhe,1
tungusic,tungusic,1
multidirectionalism,multidirectionalism,1
strategic partnerships,strategic partnerships,1
mixed jewish origin,mixed jewish origin,1
post-soviet/russian immigrants in israel,post-soviet/russian immigrants in israel,1
state-led development,state-led development,1
frontier disloyalty,frontier disloyalty,1
nansen armenians,nansen armenians,1
persecution of minorities,persecution of minorities,1
stateless refugees,stateless refugees,1
the antonescu regime,the antonescu regime,1
the armenian question,the armenian question,1
world war ii romania,world war ii romania,1
social sector–hiv/aids and sexual health,social sector–hiv/aids and sexual health,1
assimilation/integration,assimilation/integration,1
third rome,third rome,1
khalkhyn gol / nomonhan incident,khalkhyn gol / nomonhan incident,1
pan-mongolism,pan-mongolism,1
trans-border buryat migration,trans-border buryat migration,1
benefit-sharing arrangements,benefit-sharing arrangements,1
oil and gas companies,oil and gas companies,1
russian northern regions,russian northern regions,1
abba eban,abba eban,1
david ben-gurion,david ben-gurion,1
dwight d. eisenhower,dwight d. eisenhower,1
israel–us relations,israel–us relations,1
overflights crisis,overflights crisis,1
periphery pact,periphery pact,1
(literary) intelligentsia,(literary) intelligentsia,1
smirnova's kokoko,smirnova's kokoko,1
taxonomy,taxonomy,1
visual artists,visual artists,1
language workers,language workers,1
yashka-pidgin,yashka-pidgin,1
nature reserve system of russia,nature reserve system of russia,1
standing environmental commission of the russian geographical society,standing environmental commission of the russian geographical society,1
korean people's army,korean people's army,1
soviet-north korean relations,soviet-north korean relations,1
analytical eclecticism,analytical eclecticism,1
ponomareva,ponomareva,1
shoplifting,shoplifting,1
hotline,hotline,1
global criminology,global criminology,1
ideology and social sciences,ideology and social sciences,1
non-western criminology,non-western criminology,1
the global periphery,the global periphery,1
theoretical criminology,theoretical criminology,1
capitals,capitals,1
hudud al-din,hudud al-din,1
hujja,hujja,1
ismailism,ismailism,1
russian and soviet,russian and soviet,1
spatial organization of the population,spatial organization of the population,1
"transnationalism, u.s. history","transnationalism, u.s. history",1
cognitive training,cognitive training,1
memory center,memory center,1
mild cognitive impairment,mild cognitive impairment,1
neuroplasticity,neuroplasticity,1
citizenship activity,citizenship activity,1
civicism,civicism,1
young russian people,young russian people,1
asean and asean-centric formats,asean and asean-centric formats,1
asean research in russia,asean research in russia,1
asean research in the ussr,asean research in the ussr,1
russia-asean dialogue partnership,russia-asean dialogue partnership,1
laboratory of nature,laboratory of nature,1
landscape diversity,landscape diversity,1
pristine nature,pristine nature,1
zapovednik,zapovednik,1
(thesaurus) china,(thesaurus) china,1
dialogue in the law,dialogue in the law,1
double agent,double agent,1
ronald seth,ronald seth,1
soe,soe,1
france (occupation and liberation),france (occupation and liberation),1
nazi looting and restitution,nazi looting and restitution,1
rose valland,rose valland,1
soviet trophy policy,soviet trophy policy,1
caribe,caribe,1
globalización,globalización,1
juventud,juventud,1
migración,migración,1
hiv risks and prevention,hiv risks and prevention,1
stress reaction value constellation,stress reaction value constellation,1
eigen-sinn,eigen-sinn,1
labor shortage,labor shortage,1
line managers,line managers,1
stanisław ossowski,stanisław ossowski,1
medal,medal,1
cooperative production,cooperative production,1
economy's tension,economy's tension,1
falcon,falcon,1
partizan,partizan,1
post-conflict rehabilitation,post-conflict rehabilitation,1
u.s. history,u.s. history,1
muslim reformers,muslim reformers,1
volga-ural muslim society,volga-ural muslim society,1
aging/ageing,aging/ageing,1
alzheimer’s disease,alzheimer’s disease,1
memory loss,memory loss,1
russian-speaking refugees,russian-speaking refugees,1
international educational exchange,international educational exchange,1
communism in eastern europe,communism in eastern europe,1
automobile sport,automobile sport,1
automobilism,automobilism,1
national class,national class,1
sutjeska rally,sutjeska rally,1
inequalities in education,inequalities in education,1
socio-economic background,socio-economic background,1
alisher navoi,alisher navoi,1
literary canonization,literary canonization,1
soviet national construction,soviet national construction,1
uzbek historiography,uzbek historiography,1
qualitative interviews,qualitative interviews,1
cross-national learning and lesson drawing,cross-national learning and lesson drawing,1
new york express highways town planning,new york express highways town planning,1
policy tourism,policy tourism,1
stockholm,stockholm,1
tennessee valley authority,tennessee valley authority,1
zurich,zurich,1
alexandr dugin,alexandr dugin,1
inpatient care,inpatient care,1
national health accounts,national health accounts,1
outpatient care,outpatient care,1
private expenditure on health care,private expenditure on health care,1
public expenditure on health care,public expenditure on health care,1
technical study programs,technical study programs,1
woman in engineering,woman in engineering,1
glasgow,glasgow,1
russian teaching,russian teaching,1
problems of sti regulation,problems of sti regulation,1
reform of sti legislation in the russian federation,reform of sti legislation in the russian federation,1
"sti (science, technology and innovation)","sti (science, technology and innovation)",1
sti development,sti development,1
early post-soviet russia,early post-soviet russia,1
migranthood,migranthood,1
self-governing rights,self-governing rights,1
social security planning,social security planning,1
crusade,crusade,1
party change/adaptation,party change/adaptation,1
1916 uprisings,1916 uprisings,1
ghazavat,ghazavat,1
jizzakh,jizzakh,1
labour battalions,labour battalions,1
disability models,disability models,1
labour citizenship,labour citizenship,1
sick role,sick role,1
the nonsighted,the nonsighted,1
the sighted,the sighted,1
baltic criminology,baltic criminology,1
post-soviet criminology,post-soviet criminology,1
city viability,city viability,1
residential areas,residential areas,1
urban area,urban area,1
soviet industrial city,soviet industrial city,1
geopolitical regions,geopolitical regions,1
interaction pattern,interaction pattern,1
regional system,regional system,1
online ethnography,online ethnography,1
self-advertisements,self-advertisements,1
translingual practices,translingual practices,1
transnational matchmaking,transnational matchmaking,1
foquism,foquism,1
vanguards,vanguards,1
ethnic differentiation,ethnic differentiation,1
ethnic revolution,ethnic revolution,1
interethnic contradictions,interethnic contradictions,1
jan baudouin de courtenay,jan baudouin de courtenay,1
1982 un law of the sea convention,1982 un law of the sea convention,1
arctic channels,arctic channels,1
closed/semi-enclosed sea,closed/semi-enclosed sea,1
innovation communities,innovation communities,1
user innovation,user innovation,1
recursive nationhood,recursive nationhood,1
female leadership,female leadership,1
gendered organization,gendered organization,1
women leaders in higher education,women leaders in higher education,1
diachrony,diachrony,1
frame-modeling,frame-modeling,1
cprf,cprf,1
autobiography contest,autobiography contest,1
max weinreich,max weinreich,1
soviet jewish migration,soviet jewish migration,1
leont'ev,leont'ev,1
cultural sustainability,cultural sustainability,1
bridging theory,bridging theory,1
research and practice,research and practice,1
research-mindedness,research-mindedness,1
social work training,social work training,1
biennio rosso,biennio rosso,1
claudio treves,claudio treves,1
eastern european dissidents,eastern european dissidents,1
soviet bloc dissidence,soviet bloc dissidence,1
"travels, subversive tourism","travels, subversive tourism",1
economic propaganda,economic propaganda,1
junta,junta,1
socialist public relations,socialist public relations,1
ejercito guerrillero del pueblo,ejercito guerrillero del pueblo,1
focismo,focismo,1
hilda gadea,hilda gadea,1
jorge ricardo masetti,jorge ricardo masetti,1
regis debray,regis debray,1
tomas gutierrez alea bolivia,tomas gutierrez alea bolivia,1
cultural tools,cultural tools,1
gendered practices,gendered practices,1
attlee,attlee,1
russia’s economy,russia’s economy,1
anchor,anchor,1
fields,fields,1
noshrim (drop-outs),noshrim (drop-outs),1
conflict nature,conflict nature,1
different political models,different political models,1
messianic concepts,messianic concepts,1
mutual images,mutual images,1
reliance on personal contact,reliance on personal contact,1
transformation of the world order,transformation of the world order,1
andar,andar,1
paramilitary,paramilitary,1
solomon mikhoels,solomon mikhoels,1
witold wandurski,witold wandurski,1
torn country,torn country,1
cultural learning,cultural learning,1
school theatre,school theatre,1
complementary currency,complementary currency,1
paradox of plenty,paradox of plenty,1
saving behavior,saving behavior,1
paranormal,paranormal,1
reductionism in economics,reductionism in economics,1
indo-russian ties,indo-russian ties,1
movie theaters,movie theaters,1
research schools,research schools,1
researcher development,researcher development,1
vernacular culture,vernacular culture,1
multidisciplinary,multidisciplinary,1
russian organized crime,russian organized crime,1
state–crime relationship,state–crime relationship,1
violent entrepreneurs,violent entrepreneurs,1
apartment art,apartment art,1
cuban art,cuban art,1
informal culture,informal culture,1
strategic interests,strategic interests,1
urban protests,urban protests,1
documentary television programmes,documentary television programmes,1
historical television programmes,historical television programmes,1
post-cold war period,post-cold war period,1
soviet union on television,soviet union on television,1
television archives,television archives,1
buriat art,buriat art,1
homi bhabha,homi bhabha,1
soviet “national” art,soviet “national” art,1
institutional aspects of translation,institutional aspects of translation,1
interlinear,interlinear,1
intermediate,intermediate,1
localization,localization,1
islamic state (is),islamic state (is),1
russian resurgence,russian resurgence,1
knowledge-intensive industries,knowledge-intensive industries,1
state corporations,state corporations,1
brussels world fair,brussels world fair,1
expo ’58,expo ’58,1
soviet city plans,soviet city plans,1
genetic counselling,genetic counselling,1
human genetics,human genetics,1
prenatal diagnosis,prenatal diagnosis,1
yom kippur,yom kippur,1
assessment policy,assessment policy,1
bifurcation,bifurcation,1
dynamical chaos,dynamical chaos,1
ensemble approach,ensemble approach,1
fluctuations,fluctuations,1
irreversibility,irreversibility,1
apparel manufacturing,apparel manufacturing,1
cryosphere,cryosphere,1
downstream water vulnerability,downstream water vulnerability,1
glacial runoff,glacial runoff,1
groundwater,groundwater,1
meltwater,meltwater,1
mountain hydrology,mountain hydrology,1
discourse studies,discourse studies,1
malta summit news,malta summit news,1
teun van dijk,teun van dijk,1
turkish journalism,turkish journalism,1
brussels design centre,brussels design centre,1
cold war design,cold war design,1
council of societies of industrial design (icsid),council of societies of industrial design (icsid),1
josine des cressonnières,josine des cressonnières,1
first and second generation,first and second generation,1
structural integration,structural integration,1
soviet reforms,soviet reforms,1
tiananmen tragedy,tiananmen tragedy,1
historiography (author),historiography (author),1
political cultures (thesaurus),political cultures (thesaurus),1
civilian,civilian,1
defence review,defence review,1
export sale,export sale,1
product style,product style,1
silk,silk,1
the early stage of the new china,the early stage of the new china,1
trade object,trade object,1
religious/secular rites,religious/secular rites,1
dissent in the estonian ssr,dissent in the estonian ssr,1
non-recognition doctrine,non-recognition doctrine,1
émigré politics,émigré politics,1
marginalized,marginalized,1
underground sector,underground sector,1
child work,child work,1
earth remote sensing,earth remote sensing,1
geographical information systems,geographical information systems,1
glacio-nival formations,glacio-nival formations,1
biopolitics of wasted lives,biopolitics of wasted lives,1
china's rise,china's rise,1
nuclearism,nuclearism,1
semipalatinsk polygon,semipalatinsk polygon,1
market adaptation,market adaptation,1
mobile livestock herders,mobile livestock herders,1
artisan,artisan,1
saint,saint,1
díaz ordaz,díaz ordaz,1
security agencies,security agencies,1
citizens of kazakhstan in russia,citizens of kazakhstan in russia,1
inter-nationalisation,inter-nationalisation,1
re-nationalisation,re-nationalisation,1
supra-nationalisation,supra-nationalisation,1
transnational social space(s),transnational social space(s),1
digital career literacy,digital career literacy,1
digital inequality,digital inequality,1
digital skills,digital skills,1
normalization hypothesis,normalization hypothesis,1
occupational prestige,occupational prestige,1
stratification hypothesis,stratification hypothesis,1
liudmila petrushevskaia,liudmila petrushevskaia,1
vladimir makanin,vladimir makanin,1
jaruzelski,jaruzelski,1
sino-polish relations,sino-polish relations,1
bureau of investigation,bureau of investigation,1
general labor council,general labor council,1
iww,iww,1
seattle,seattle,1
tacoma,tacoma,1
neoliberal conservation governance,neoliberal conservation governance,1
women faculty,women faculty,1
eu and energy,eu and energy,1
oil and american hegemony,oil and american hegemony,1
petrostate russia,petrostate russia,1
pnac,pnac,1
russia and the former soviet republic,russia and the former soviet republic,1
library and information science,library and information science,1
aleksandr zuzenko,aleksandr zuzenko,1
civa rosenberg,civa rosenberg,1
civic model of nation,civic model of nation,1
right of nations to self-determination,right of nations to self-determination,1
'spatial objects','spatial objects',1
black square,black square,1
nonobjective,nonobjective,1
theatre-in-the round,theatre-in-the round,1
counter-espionage,counter-espionage,1
defence security office,defence security office,1
innovation adoption,innovation adoption,1
institutionalist dichotomy,institutionalist dichotomy,1
veblen,veblen,1
passionarity,passionarity,1
russian language of islam,russian language of islam,1
homosexuals,homosexuals,1
berlin airlift,berlin airlift,1
candy,candy,1
chocolate,chocolate,1
gail halvorsen,gail halvorsen,1
1917 (author),1917 (author),1
historiography (thesaurus),historiography (thesaurus),1
national and transnational belonging,national and transnational belonging,1
war violence,war violence,1
multi-layered colonialism,multi-layered colonialism,1
communist legacies,communist legacies,1
compliant activism,compliant activism,1
country comparisons,country comparisons,1
patent indicators,patent indicators,1
priority patents,priority patents,1
technological capabilities,technological capabilities,1
doctor’s plot,doctor’s plot,1
image of the “jew”,image of the “jew”,1
competitiveness.,competitiveness.,1
state export support,state export support,1
clan dynamics,clan dynamics,1
the assassination of the somali president,the assassination of the somali president,1
free europe committee,free europe committee,1
animals and society,animals and society,1
collective behavior and social movements,collective behavior and social movements,1
crime policy,crime policy,1
european comparative prison research,european comparative prison research,1
prison population rates,prison population rates,1
sentencing practice,sentencing practice,1
bewitchment,bewitchment,1
curses,curses,1
séances,séances,1
revolution (thesaurus),revolution (thesaurus),1
name change,name change,1
"arctic, northern sea route","arctic, northern sea route",1
driving forces and methods of territory development,driving forces and methods of territory development,1
historic–geographical trends,historic–geographical trends,1
waves of territorial development,waves of territorial development,1
article 3 of the constitution of the republic of korea,article 3 of the constitution of the republic of korea,1
fear for survival,fear for survival,1
unification in essence,unification in essence,1
university partnership,university partnership,1
labour code reform,labour code reform,1
moral discourses,moral discourses,1
post-crisis,post-crisis,1
communist czechoslovakia,communist czechoslovakia,1
new state,new state,1
portuguese communist party,portuguese communist party,1
portuguese opposition,portuguese opposition,1
modifiable areal unit problem,modifiable areal unit problem,1
grazing,grazing,1
optimal foraging,optimal foraging,1
art enter,art enter,1
creative labor,creative labor,1
labor studies,labor studies,1
health policy and planning,health policy and planning,1
female gender attitudes,female gender attitudes,1
focused interview,focused interview,1
gender contracts,gender contracts,1
internalized misogyny,internalized misogyny,1
b. a. grushin,b. a. grushin,1
industrial urbanization,industrial urbanization,1
steel cities,steel cities,1
fara,fara,1
offshore tax havens,offshore tax havens,1
paul manafort,paul manafort,1
political consultants,political consultants,1
economic dirigism,economic dirigism,1
conservative project,conservative project,1
integrated economy,integrated economy,1
multifaceted impact system,multifaceted impact system,1
hermann glöckner,hermann glöckner,1
trophy art,trophy art,1
parks and protected areas,parks and protected areas,1
expatriate faculty,expatriate faculty,1
research barriers,research barriers,1
social scientists,social scientists,1
workarounds,workarounds,1
ethnopharmacology,ethnopharmacology,1
ethnoveterinary,ethnoveterinary,1
food-medicine,food-medicine,1
liubań,liubań,1
wild plants,wild plants,1
media flows,media flows,1
administrative-territorial units,administrative-territorial units,1
consolidated territorial community,consolidated territorial community,1
local self-government reform,local self-government reform,1
wedge strategy,wedge strategy,1
the u. s,the u. s,1
3-month-old babies,3-month-old babies,1
immigrants from fsu,immigrants from fsu,1
interactional practices,interactional practices,1
maternal beliefs,maternal beliefs,1
limonov,limonov,1
national-bolshevism,national-bolshevism,1
plantiness,plantiness,1
geopolitical imaginary,geopolitical imaginary,1
hegemonic party,hegemonic party,1
nur otan,nur otan,1
presidential-hegemonic party,presidential-hegemonic party,1
information conflict,information conflict,1
soviet theory,soviet theory,1
viktor shklovsky,viktor shklovsky,1
yuri olesha,yuri olesha,1
yuri tynianov,yuri tynianov,1
immigrant media,immigrant media,1
media images,media images,1
asperger's syndrome,asperger's syndrome,1
agricultural privatization,agricultural privatization,1
parliamentary debates,parliamentary debates,1
interiority,interiority,1
russian orthodox christianity,russian orthodox christianity,1
migration and social mobility,migration and social mobility,1
multicultural community,multicultural community,1
multiculturalism directions,multiculturalism directions,1
seoul,seoul,1
social survey,social survey,1
personal genealogy,personal genealogy,1
modern jewish culture,modern jewish culture,1
shund,shund,1
vilner trupe,vilner trupe,1
yiddish theater,yiddish theater,1
chuck hagel,chuck hagel,1
defense budget,defense budget,1
defense innovation initiative,defense innovation initiative,1
polish tourists’ accounts,polish tourists’ accounts,1
environmental health,environmental health,1
war heroes,war heroes,1
zoia kosmodemianskaia,zoia kosmodemianskaia,1
children’s films,children’s films,1
defa,defa,1
canadian literature,canadian literature,1
literature reviews,literature reviews,1
québécois literature,québécois literature,1
representations of canada,representations of canada,1
city size distribution,city size distribution,1
city size factors,city size factors,1
language varieties,language varieties,1
pontian greek,pontian greek,1
colonial complicity,colonial complicity,1
pornographic magazines,pornographic magazines,1
traumatic stress symptoms,traumatic stress symptoms,1
asymmetric adjustment,asymmetric adjustment,1
cross-section dependence,cross-section dependence,1
nonlinear panel unit root,nonlinear panel unit root,1
real interest rate parity,real interest rate parity,1
architectural preservation,architectural preservation,1
politics of aesthetics,politics of aesthetics,1
benefit-sharing agreements,benefit-sharing agreements,1
participatory rights,participatory rights,1
slo,slo,1
the russian arctic,the russian arctic,1
sotzromantizm,sotzromantizm,1
nightlife,nightlife,1
p.m,p.m,1
soy cuba,soy cuba,1
environmental impact assessment (eia),environmental impact assessment (eia),1
global environmental governance,global environmental governance,1
strategic environmental assessment (sea),strategic environmental assessment (sea),1
trans-boundary environmental risks,trans-boundary environmental risks,1
comité spécial du katanga,comité spécial du katanga,1
compagnie du katanga,compagnie du katanga,1
dag hammarskjöld,dag hammarskjöld,1
european financial capital,european financial capital,1
foreign exchange,foreign exchange,1
harlan cleveland,harlan cleveland,1
tanganyika concessions,tanganyika concessions,1
the contentieux,the contentieux,1
union minière du haut katanga,union minière du haut katanga,1
juvenile court,juvenile court,1
ussr legacy,ussr legacy,1
falls,falls,1
motor vehicle accident,motor vehicle accident,1
resource utilization,resource utilization,1
